cod_produto,cod_mae,cod_barras,nome_produto,categoria,subcategoria,cores,tamanho,qtde_estoque,preco-errado,preco-certo,tags,descricao_produto,imagem_produto,medidas,busto,cintura
36646,1B180194,2000000006147,BLUSA ESTAMPADA OMBRO DECV,BLUSAS,REGATA,ESTAMPA C/ AMARELO,M,1,22999,229.99,FASHION MODA TREND >> REGATA >> 100% VISCOSE ,1B180194 - BLUSA ESTAMPADA OMBRO DECV - Tam M Cor ESTAMPA C/ AMARELO,    ,M BUSTO 93 CM,  ,   
36647,1B180395,2000000006055,BLUSA CREPE CORSARIO MACACÃO,BLUSAS,REGATA,PRETA E BRANCA,M,2,18999,189.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% VISCOSE ,1B180395 - BLUSA CREPE CORSARIO MACACÃO - Tam M Cor PRETA E BRANCA,    ,M BUSTO 93 CM,  ,   
36648,1B180395,2000000006062,BLUSA CREPE CORSARIO MACACÃO,BLUSAS,REGATA,PRETA E BRANCA,G,2,18999,189.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% VISCOSE ,1B180395 - BLUSA CREPE CORSARIO MACACÃO - Tam G Cor PRETA E BRANCA,    ,G BUSTO 97 CM,  ,   
36649,1B180395,2000000006079,BLUSA CREPE CORSARIO MACACÃO,BLUSAS,REGATA,MARINHO E BRANCA,M,1,18999,189.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% VISCOSE ,1B180395 - BLUSA CREPE CORSARIO MACACÃO - Tam M Cor MARINHO E BRANCA,    ,M BUSTO 93 CM,  ,   
36650,1B180724,2000000006239,BLUSA BABADO OMBRO DECV,BLUSAS,,PRETA,P,1,14999,149.99,FASHION MODA TREND >> BLUSAS >> 100% VISCOSE ,1B180724 - BLUSA BABADO OMBRO DECV - Tam P Cor PRETA,    ,P BUSTO 89CM  ,  ,   
36651,1B180724,2000000006246,BLUSA BABADO OMBRO DECV,BLUSAS,,PRETA,M,1,14999,149.99,FASHION MODA TREND >> BLUSAS >> 100% VISCOSE ,1B180724 - BLUSA BABADO OMBRO DECV - Tam M Cor PRETA,    ,M BUSTO 93 CM,  ,   
36652,1B180745,2000000006352,BLUSA OMBRO OMBRO FORRADA PASSANTE,BLUSAS,,ROSA,P,1,24999,249.99,FASHION MODA TREND >> BLUSAS >> 100% VISCOSE ,1B180745 - BLUSA OMBRO OMBRO FORRADA PASSANTE - Tam P Cor ROSA,    ,P BUSTO 89CM  ,  ,   
36653,1B180745,2000000006369,BLUSA OMBRO OMBRO FORRADA PASSANTE,BLUSAS,,ROSA,M,1,24999,249.99,FASHION MODA TREND >> BLUSAS >> 100% VISCOSE ,1B180745 - BLUSA OMBRO OMBRO FORRADA PASSANTE - Tam M Cor ROSA,    ,M BUSTO 93 CM,  ,   
36654,1B180745,2000000006376,BLUSA OMBRO OMBRO FORRADA PASSANTE,BLUSAS,,PRETA,M,1,24999,249.99,FASHION MODA TREND >> BLUSAS >> 100% VISCOSE ,1B180745 - BLUSA OMBRO OMBRO FORRADA PASSANTE - Tam M Cor PRETA,    ,M BUSTO 93 CM,  ,   
36655,1B180745,2000000006383,BLUSA OMBRO OMBRO FORRADA PASSANTE,BLUSAS,,PRETA,P,2,24999,249.99,FASHION MODA TREND >> BLUSAS >> 100% VISCOSE ,1B180745 - BLUSA OMBRO OMBRO FORRADA PASSANTE - Tam P Cor PRETA,    ,P BUSTO 89CM  ,  ,   
36656,1B180824,2000000005713,BLUSA CREPE OMBRO OMBRO BLOUSE CAMISETA,BLUSAS,OMBRO A OMBRO,PRETA,P,1,15999,159.99,FASHION MODA TREND >> BLUSAS >> OMBRO A OMBRO >> 100% VISCOSE ,1B180824 - BLUSA CREPE OMBRO OMBRO BLOUSE CAMISETA - Tam P Cor PRETA,    ,P BUSTO 89CM  ,  ,   
36657,1B180824,2000000005720,BLUSA CREPE OMBRO OMBRO BLOUSE CAMISETA,BLUSAS,OMBRO A OMBRO,PRETA,M,1,15999,159.99,FASHION MODA TREND >> BLUSAS >> OMBRO A OMBRO >> 100% VISCOSE ,1B180824 - BLUSA CREPE OMBRO OMBRO BLOUSE CAMISETA - Tam M Cor PRETA,    ,M BUSTO 93 CM,  ,   
36658,1B180824,2000000005744,BLUSA CREPE OMBRO OMBRO BLOUSE CAMISETA,BLUSAS,OMBRO A OMBRO,ROSA,M,1,15999,159.99,FASHION MODA TREND >> BLUSAS >> OMBRO A OMBRO >> 100% VISCOSE ,1B180824 - BLUSA CREPE OMBRO OMBRO BLOUSE CAMISETA - Tam M Cor ROSA,    ,M BUSTO 93 CM,  ,   
36659,1B180824,2000000005751,BLUSA CREPE OMBRO OMBRO BLOUSE CAMISETA,BLUSAS,OMBRO A OMBRO,ROSA,P,1,15999,159.99,FASHION MODA TREND >> BLUSAS >> OMBRO A OMBRO >> 100% VISCOSE ,1B180824 - BLUSA CREPE OMBRO OMBRO BLOUSE CAMISETA - Tam P Cor ROSA,    ,P BUSTO 89CM  ,  ,   
36660,1B180824,2000000005768,BLUSA CREPE OMBRO OMBRO BLOUSE CAMISETA,BLUSAS,OMBRO A OMBRO,BRANCA,P,1,15999,159.99,FASHION MODA TREND >> BLUSAS >> OMBRO A OMBRO >> 100% VISCOSE ,1B180824 - BLUSA CREPE OMBRO OMBRO BLOUSE CAMISETA - Tam P Cor BRANCA,    ,P BUSTO 89CM  ,  ,   
36661,1B180824,2000000005775,BLUSA CREPE OMBRO OMBRO BLOUSE CAMISETA,BLUSAS,OMBRO A OMBRO,BRANCA,M,1,15999,159.99,FASHION MODA TREND >> BLUSAS >> OMBRO A OMBRO >> 100% VISCOSE ,1B180824 - BLUSA CREPE OMBRO OMBRO BLOUSE CAMISETA - Tam M Cor BRANCA,    ,M BUSTO 93 CM,  ,   
36662,1B180904,2000000006260,BLUSA CREPE ESTAMPA FORRADA PASSANTE,BLUSAS,REGATA,BRANCA E MARINHO POA,P,1,17999,179.99,FASHION MODA TREND >> BLUSAS >> REGATA >> POLIÉSTER + ELASTANO,1B180904 - BLUSA CREPE ESTAMPA FORRADA PASSANTE - Tam P Cor BRANCA E MARINHO POA,    ,P BUSTO 89CM  ,  ,   
36663,1B180904,2000000006277,BLUSA CREPE ESTAMPA FORRADA PASSANTE,BLUSAS,REGATA,BRANCA E MARINHO POA,M,1,17999,179.99,FASHION MODA TREND >> BLUSAS >> REGATA >> POLIÉSTER + ELASTANO,1B180904 - BLUSA CREPE ESTAMPA FORRADA PASSANTE - Tam M Cor BRANCA E MARINHO POA,    ,M BUSTO 93 CM,  ,   
36664,1B180904,2000000006291,BLUSA CREPE ESTAMPA FORRADA PASSANTE,BLUSAS,REGATA,PRETA E BRANCA POA,P,1,17999,179.99,FASHION MODA TREND >> BLUSAS >> REGATA >> POLIÉSTER + ELASTANO,1B180904 - BLUSA CREPE ESTAMPA FORRADA PASSANTE - Tam P Cor PRETA E BRANCA POA,    ,P BUSTO 89CM  ,  ,   
36665,1B180904,2000000006307,BLUSA CREPE ESTAMPA FORRADA PASSANTE,BLUSAS,REGATA,BRANCA E MARINHO,G,1,17999,179.99,FASHION MODA TREND >> BLUSAS >> REGATA >> POLIÉSTER + ELASTANO,1B180904 - BLUSA CREPE ESTAMPA FORRADA PASSANTE - Tam G Cor BRANCA E MARINHO,    ,G BUSTO 97 CM,  ,   
36666,1B180914,2000000006024,BLUSA ALÇA VISCOLYCRA ALGODAO,BLUSAS,,LISTRA PRETO E BRANCO,P,2,14999,149.99,FASHION MODA TREND >> BLUSAS >> 100% VISCOSE ,1B180914 - BLUSA ALÇA VISCOLYCRA ALGODAO - Tam P Cor LISTRA PRETO E BRANCO,    ,P BUSTO 89CM  ,  ,   
36667,1B180914,2000000006048,BLUSA ALÇA VISCOLYCRA ALGODAO,BLUSAS,,LISTRA PRETO E BRANCO,M,2,14999,149.99,FASHION MODA TREND >> BLUSAS >> 100% VISCOSE ,1B180914 - BLUSA ALÇA VISCOLYCRA ALGODAO - Tam M Cor LISTRA PRETO E BRANCO,    ,M BUSTO 93 CM,  ,   
36668,2BW180083,2000000006208,BLUSA ESTAMPADA BABADOS MANGA COMRPIDA ESCUTA,BLUSAS,,,XG,1,21999,219.99,BLUSAS >> 100% VISCOSE ,2BW180083 - BLUSA ESTAMPADA BABADOS MANGA COMRPIDA ESCUTA - Tam XG Cor ,    ,,  ,   
36669,1G180053,2000000006215,CASACO COMPRIDO MALHA LISTRADA VISCOLYCRA ALGODAO,CASACOS,,LISTRA P E B,P,1,23999,239.99,FASHION ESSENTIALS >> CASACOS >> POLIAMIDA + ELASTANO,1G180053 - CASACO COMPRIDO MALHA LISTRADA VISCOLYCRA ALGODAO - Tam P Cor LISTRA P E B,    ,,  ,   
36670,1G180053,2000000006222,CASACO COMPRIDO MALHA LISTRADA VISCOLYCRA ALGODAO,CASACOS,,LISTRA P E B,M,0,23999,239.99,FASHION ESSENTIALS >> CASACOS >> POLIAMIDA + ELASTANO,1G180053 - CASACO COMPRIDO MALHA LISTRADA VISCOLYCRA ALGODAO - Tam M Cor LISTRA P E B,    ,,  ,   
36671,2HC18083,2000000005942,BLUSA TRICOT GODE PLISSE,BLUSAS,CROPPED,PRETA,P,2,23999,239.99,FASHION MODA TREND >> BLUSAS >> CROPPED >> VISCOSE + ELASTANO + ACRILICO,2HC18083 - BLUSA TRICOT GODE PLISSE - Tam P Cor PRETA,    ,P BUSTO 89CM  ,  ,   
36672,2HC18083,2000000005959,BLUSA TRICOT GODE PLISSE,BLUSAS,CROPPED,PRETA,M,1,23999,239.99,FASHION MODA TREND >> BLUSAS >> CROPPED >> VISCOSE + ELASTANO + ACRILICO,2HC18083 - BLUSA TRICOT GODE PLISSE - Tam M Cor PRETA,    ,M BUSTO 93 CM,  ,   
36673,2HC18083,2000000005966,BLUSA TRICOT GODE PLISSE,BLUSAS,CROPPED,OFF,P,1,23999,239.99,FASHION MODA TREND >> BLUSAS >> CROPPED >> VISCOSE + ELASTANO + ACRILICO,2HC18083 - BLUSA TRICOT GODE PLISSE - Tam P Cor OFF,    ,P BUSTO 89CM  ,  ,   
36674,2HC18083,2000000005980,BLUSA TRICOT GODE PLISSE,BLUSAS,CROPPED,,M,1,23999,239.99,FASHION MODA TREND >> BLUSAS >> CROPPED >> VISCOSE + ELASTANO + ACRILICO,2HC18083 - BLUSA TRICOT GODE PLISSE - Tam M Cor ,    ,M BUSTO 93 CM,  ,   
36675,2HQ180021,2000000005829,CALÇA SARJA SKINNY VISCOLYCRA ALGODAO,CALÇAS,CALÇAS,PRETA,38,2,26999,269.99,FASHION MODA TREND >> CALÇAS >> CALÇAS >> ALGODÃO + ELASTANO,2HQ180021 - CALÇA SARJA SKINNY VISCOLYCRA ALGODAO - Tam 038 Cor PRETA,    ,38 CINTURA 69 CM QUADRIL 99 CM ,  ,   
36676,2HQ180021,2000000005836,CALÇA SARJA SKINNY VISCOLYCRA ALGODAO,CALÇAS,CALÇAS,PRETA,40,2,26999,269.99,FASHION MODA TREND >> CALÇAS >> CALÇAS >> ALGODÃO + ELASTANO,2HQ180021 - CALÇA SARJA SKINNY VISCOLYCRA ALGODAO - Tam 040 Cor PRETA,    ,40 CINTURA 73 CM QUADRIL 103 CM,  ,   
36677,2HQ180021,2000000005867,CALÇA SARJA SKINNY VISCOLYCRA ALGODAO,CALÇAS,CALÇAS,PRETA,42,1,26999,269.99,FASHION MODA TREND >> CALÇAS >> CALÇAS >> ALGODÃO + ELASTANO,2HQ180021 - CALÇA SARJA SKINNY VISCOLYCRA ALGODAO - Tam 042 Cor PRETA,    ,42 CINTURA 77 CM QUADRIL 107 CM ,  ,   
36678,2HQ180021,2000000005874,CALÇA SARJA SKINNY VISCOLYCRA ALGODAO,CALÇAS,CALÇAS,PRETA,44,1,26999,269.99,FASHION MODA TREND >> CALÇAS >> CALÇAS >> ALGODÃO + ELASTANO,2HQ180021 - CALÇA SARJA SKINNY VISCOLYCRA ALGODAO - Tam 044 Cor PRETA,    ,44 CINTURA 81 CM QUADRIL 111 CM ,  ,   
36679,2HQ180021,2000000005881,CALÇA SARJA SKINNY VISCOLYCRA ALGODAO,CALÇAS,CALÇAS,PRETA,36,1,26999,269.99,FASHION MODA TREND >> CALÇAS >> CALÇAS >> ALGODÃO + ELASTANO,2HQ180021 - CALÇA SARJA SKINNY VISCOLYCRA ALGODAO - Tam 036 Cor PRETA,    ,36 CINTURA 65 CM QUADRIL 95 CM ,  ,   
36680,2HQ180021,2000000005898,CALÇA SARJA SKINNY VISCOLYCRA ALGODAO,CALÇAS,CALÇAS,BRANCA,36,0,26999,269.99,FASHION MODA TREND >> CALÇAS >> CALÇAS >> ALGODÃO + ELASTANO,2HQ180021 - CALÇA SARJA SKINNY VISCOLYCRA ALGODAO - Tam 036 Cor BRANCA,    ,36 CINTURA 65 CM QUADRIL 95 CM ,  ,   
36681,2HQ180021,2000000005904,CALÇA SARJA SKINNY VISCOLYCRA ALGODAO,CALÇAS,CALÇAS,BRANCA,38,3,26999,269.99,FASHION MODA TREND >> CALÇAS >> CALÇAS >> ALGODÃO + ELASTANO,2HQ180021 - CALÇA SARJA SKINNY VISCOLYCRA ALGODAO - Tam 038 Cor BRANCA,    ,38 CINTURA 69 CM QUADRIL 99 CM ,  ,   
36682,2HQ180021,2000000005928,CALÇA SARJA SKINNY VISCOLYCRA ALGODAO,CALÇAS,CALÇAS,BRANCA,40,2,26999,269.99,FASHION MODA TREND >> CALÇAS >> CALÇAS >> ALGODÃO + ELASTANO,2HQ180021 - CALÇA SARJA SKINNY VISCOLYCRA ALGODAO - Tam 040 Cor BRANCA,    ,40 CINTURA 73 CM QUADRIL 103 CM,  ,   
36683,2HQ180021,2000000005935,CALÇA SARJA SKINNY VISCOLYCRA ALGODAO,CALÇAS,CALÇAS,BRANCA,42,2,26999,269.99,FASHION MODA TREND >> CALÇAS >> CALÇAS >> ALGODÃO + ELASTANO,2HQ180021 - CALÇA SARJA SKINNY VISCOLYCRA ALGODAO - Tam 042 Cor BRANCA,    ,42 CINTURA 77 CM QUADRIL 107 CM ,  ,   
36684,1J180132,2000000006253,VESTIDO ESTAMPA CORSARIO MACACÃO,VESTIDOS,VESTIDOS,MARINHO E  BRANCO POA,G,1,31999,319.99,FASHION MODA TREND >> VESTIDOS >> VESTIDOS >> POLIESTER + VISCOSE,1J180132 - VESTIDO ESTAMPA CORSARIO MACACÃO - Tam G Cor MARINHO E  BRANCO POA,    ,G BUSTO 100 CM CINTURA 80 CM COMP. 90 CM,  ,   
36685,2JW180072,2000000006086,VESTIDO VISCOSE DETALHE PAETECOM RASGADO,VESTIDOS,CURTO,ROSA,P,1,29999,299.99,FASHION MODA TREND >> VESTIDOS >> CURTO >> 100% VISCOSE ,2JW180072 - VESTIDO VISCOSE DETALHE PAETECOM RASGADO - Tam P Cor ROSA,    ,P BUSTO 93 CM,  ,   
36686,2JW180072,2000000006093,VESTIDO VISCOSE DETALHE PAETECOM RASGADO,VESTIDOS,CURTO,ROSA,M,1,29999,299.99,FASHION MODA TREND >> VESTIDOS >> CURTO >> 100% VISCOSE ,2JW180072 - VESTIDO VISCOSE DETALHE PAETECOM RASGADO - Tam M Cor ROSA,    ,M BUSTO 97 CM,  ,   
36687,2JW180072,2000000006109,VESTIDO VISCOSE DETALHE PAETECOM RASGADO,VESTIDOS,CURTO,ROSA,XG,1,29999,299.99,FASHION MODA TREND >> VESTIDOS >> CURTO >> 100% VISCOSE ,2JW180072 - VESTIDO VISCOSE DETALHE PAETECOM RASGADO - Tam XG Cor ROSA,    ,XG BUSTO 105CM,  ,   
36688,2JW180072,2000000006116,VESTIDO VISCOSE DETALHE PAETECOM RASGADO,VESTIDOS,CURTO,LARANJA,P,1,29999,299.99,FASHION MODA TREND >> VESTIDOS >> CURTO >> 100% VISCOSE ,2JW180072 - VESTIDO VISCOSE DETALHE PAETECOM RASGADO - Tam P Cor LARANJA,    ,P BUSTO 93 CM,  ,   
36689,2JW180072,2000000006123,VESTIDO VISCOSE DETALHE PAETECOM RASGADO,VESTIDOS,CURTO,LARANJA,M,1,29999,299.99,FASHION MODA TREND >> VESTIDOS >> CURTO >> 100% VISCOSE ,2JW180072 - VESTIDO VISCOSE DETALHE PAETECOM RASGADO - Tam M Cor LARANJA,    ,M BUSTO 97 CM,  ,   
36690,1L180102,2000000005782,SHORT ESTAMPADO PREGA CORSARIO MACACÃO,SHORTS,CURTO,MARINHO POA,XP,4,15999,159.99,FASHION MODA TREND >> SHORTS >> CURTO >> POLIÉSTER + ELASTANO,1L180102 - SHORT ESTAMPADO PREGA CORSARIO MACACÃO - Tam XP Cor MARINHO POA,    ,PP CINTURA 73CM QUADRIL 90 CM,  ,   
36691,1L180102,2000000005799,SHORT ESTAMPADO PREGA CORSARIO MACACÃO,SHORTS,CURTO,MARINHO POA,P,1,15999,159.99,FASHION MODA TREND >> SHORTS >> CURTO >> POLIÉSTER + ELASTANO,1L180102 - SHORT ESTAMPADO PREGA CORSARIO MACACÃO - Tam P Cor MARINHO POA,    ,P CINTURA 77CMM QUADRIL 94 CM,  ,   
36692,1L180102,2000000005805,SHORT ESTAMPADO PREGA CORSARIO MACACÃO,SHORTS,CURTO,PRETO PO,P,1,15999,159.99,FASHION MODA TREND >> SHORTS >> CURTO >> POLIÉSTER + ELASTANO,1L180102 - SHORT ESTAMPADO PREGA CORSARIO MACACÃO - Tam P Cor PRETO PO,    ,P CINTURA 77CMM QUADRIL 94 CM,  ,   
36693,1Q180094,2000000006178,CAMISETA CANELADA ALÇA ALGODAO,BLUSAS,,PRETA,P,1,14999,149.99,,1Q180094 - CAMISETA CANELADA ALÇA ALGODAO - Tam P Cor PRETA,    ,,  ,   
36694,1Q180094,2000000006475,CAMISETA CANELADA ALÇA ALGODAO,BLUSAS,,PRETA,M,1,14999,149.99,,1Q180094 - CAMISETA CANELADA ALÇA ALGODAO - Tam M Cor PRETA,    ,,  ,   
36695,1Q180202,2000000006406,RENDA CREPONADA ANARRUGA,BLUSAS,TOP,VERDE MILITAR,P,2,9999,99.99,FASHION MODA TREND >> BLUSAS >> TOP >> POLIAMIDA + ELASTANO,1Q180202 - RENDA CREPONADA ANARRUGA - Tam P Cor VERDE MILITAR,    ,P BUSTO 85 CM,  ,   
36696,1Q180202,2000000006413,RENDA CREPONADA ANARRUGA,BLUSAS,TOP,VERDE MILITAR,M,2,9999,99.99,FASHION MODA TREND >> BLUSAS >> TOP >> POLIAMIDA + ELASTANO,1Q180202 - RENDA CREPONADA ANARRUGA - Tam M Cor VERDE MILITAR,    ,M BUSTO 89 CM ,  ,   
36697,1Q180202,2000000006420,RENDA CREPONADA ANARRUGA,BLUSAS,TOP,NUDE,M,3,9999,99.99,FASHION MODA TREND >> BLUSAS >> TOP >> POLIAMIDA + ELASTANO,1Q180202 - RENDA CREPONADA ANARRUGA - Tam M Cor NUDE,    ,M BUSTO 89 CM ,  ,   
36698,1Q180202,2000000006437,RENDA CREPONADA ANARRUGA,BLUSAS,TOP,NUDE,P,1,9999,99.99,FASHION MODA TREND >> BLUSAS >> TOP >> POLIAMIDA + ELASTANO,1Q180202 - RENDA CREPONADA ANARRUGA - Tam P Cor NUDE,    ,P BUSTO 85 CM,  ,   
36699,1Q180202,2000000006444,RENDA CREPONADA ANARRUGA,BLUSAS,TOP,BRANCO,P,3,9999,99.99,FASHION MODA TREND >> BLUSAS >> TOP >> POLIAMIDA + ELASTANO,1Q180202 - RENDA CREPONADA ANARRUGA - Tam P Cor BRANCO,    ,P BUSTO 85 CM,  ,   
36700,1Q180202,2000000006451,RENDA CREPONADA ANARRUGA,BLUSAS,TOP,BRANCO,M,2,9999,99.99,FASHION MODA TREND >> BLUSAS >> TOP >> POLIAMIDA + ELASTANO,1Q180202 - RENDA CREPONADA ANARRUGA - Tam M Cor BRANCO,    ,M BUSTO 89 CM ,  ,   
36701,1Q180202,2000000006468,RENDA CREPONADA ANARRUGA,BLUSAS,TOP,BRANCO,G,1,9999,99.99,FASHION MODA TREND >> BLUSAS >> TOP >> POLIAMIDA + ELASTANO,1Q180202 - RENDA CREPONADA ANARRUGA - Tam G Cor BRANCO,    ,G BUSTO 93 CM,  ,   
36702,1Q180323,2000000006314,CAMISETA MANGA CURTA DETALHE FORRADA PASSANTE,BLUSAS,,VERMELHA,P,1,11999,119.99,FASHION MODA TREND >> BLUSAS >> 100% VISCOSE ,1Q180323 - CAMISETA MANGA CURTA DETALHE FORRADA PASSANTE - Tam P Cor VERMELHA,    ,P BUSTO 89CM  ,  ,   
36703,1Q180323,2000000006321,CAMISETA MANGA CURTA DETALHE FORRADA PASSANTE,BLUSAS,,VERMELHA,M,1,11999,119.99,FASHION MODA TREND >> BLUSAS >> 100% VISCOSE ,1Q180323 - CAMISETA MANGA CURTA DETALHE FORRADA PASSANTE - Tam M Cor VERMELHA,    ,M BUSTO 93 CM,  ,   
36704,1Q180323,2000000006338,CAMISETA MANGA CURTA DETALHE FORRADA PASSANTE,BLUSAS,,PRETA,M,1,11999,119.99,FASHION MODA TREND >> BLUSAS >> 100% VISCOSE ,1Q180323 - CAMISETA MANGA CURTA DETALHE FORRADA PASSANTE - Tam M Cor PRETA,    ,M BUSTO 93 CM,  ,   
36705,1Q180323,2000000006345,CAMISETA MANGA CURTA DETALHE FORRADA PASSANTE,BLUSAS,,PRETA,P,1,11999,119.99,FASHION MODA TREND >> BLUSAS >> 100% VISCOSE ,1Q180323 - CAMISETA MANGA CURTA DETALHE FORRADA PASSANTE - Tam P Cor PRETA,    ,P BUSTO 89CM  ,  ,   
36706,1B180202,36706,BLUSA CREPE DETALHE CORSARIO MACACÃO,BLUSAS,,,,1,23999,239.99,,1B180202 - BLUSA CREPE DETALHE CORSARIO MACACÃO - Tam  Cor ,    ,,  ,   
36707,1B180595,2000000006550,BLUSA CREPE BABADOS MANHA DESTACAVEL,BLUSAS,,ROSA,P,2,17999,179.99,FASHION MODA TREND >> BLUSAS >> 100% VISCOSE ,1B180595 - BLUSA CREPE BABADOS MANHA DESTACAVEL - Tam P Cor ROSA,    ,P BUSTO 89CM  ,  ,   
36708,1B180595,2000000006574,BLUSA CREPE BABADOS MANHA DESTACAVEL,BLUSAS,,ROSA,M,2,17999,179.99,FASHION MODA TREND >> BLUSAS >> 100% VISCOSE ,1B180595 - BLUSA CREPE BABADOS MANHA DESTACAVEL - Tam M Cor ROSA,    ,M BUSTO 93 CM,  ,   
36709,1B180595,2000000006581,BLUSA CREPE BABADOS MANHA DESTACAVEL,BLUSAS,,ROSA,G,1,17999,179.99,FASHION MODA TREND >> BLUSAS >> 100% VISCOSE ,1B180595 - BLUSA CREPE BABADOS MANHA DESTACAVEL - Tam G Cor ROSA,    ,G BUSTO 97 CM,  ,   
36710,1B180734,2000000006598,BLUSA ALÇA BABADO CORSARIO MACACÃO,BLUSAS,REGATA,AMARELA,P,2,19999,199.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% VISCOSE ,1B180734 - BLUSA ALÇA BABADO CORSARIO MACACÃO - Tam P Cor AMARELA,    ,P BUSTO 89CM  ,  ,   
36711,1B180734,2000000006604,BLUSA ALÇA BABADO CORSARIO MACACÃO,BLUSAS,REGATA,AMARELA,M,1,19999,199.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% VISCOSE ,1B180734 - BLUSA ALÇA BABADO CORSARIO MACACÃO - Tam M Cor AMARELA,    ,M BUSTO 93 CM,  ,   
36712,1B180734,2000000006611,BLUSA ALÇA BABADO CORSARIO MACACÃO,BLUSAS,REGATA,OFF,M,2,19999,199.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% VISCOSE ,1B180734 - BLUSA ALÇA BABADO CORSARIO MACACÃO - Tam M Cor OFF,    ,M BUSTO 93 CM,  ,   
36713,1B180734,2000000006635,BLUSA ALÇA BABADO CORSARIO MACACÃO,BLUSAS,REGATA,OFF,P,2,19999,199.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% VISCOSE ,1B180734 - BLUSA ALÇA BABADO CORSARIO MACACÃO - Tam P Cor OFF,    ,P BUSTO 89CM  ,  ,   
36714,1B180734,2000000006659,BLUSA ALÇA BABADO CORSARIO MACACÃO,BLUSAS,REGATA,PRETA,P,2,19999,199.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% VISCOSE ,1B180734 - BLUSA ALÇA BABADO CORSARIO MACACÃO - Tam P Cor PRETA,    ,P BUSTO 89CM  ,  ,   
36715,1B180734,2000000006666,BLUSA ALÇA BABADO CORSARIO MACACÃO,BLUSAS,REGATA,PRETA,M,3,19999,199.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% VISCOSE ,1B180734 - BLUSA ALÇA BABADO CORSARIO MACACÃO - Tam M Cor PRETA,    ,M BUSTO 93 CM,  ,   
36716,1B180755,2000000006499,BLUSA VISCOSE BABADOS FRENTE VISCOLYCRA ALGODAO,BLUSAS,REGATA,PRETA,P,2,26999,269.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% VISCOSE ,1B180755 - BLUSA VISCOSE BABADOS FRENTE VISCOLYCRA ALGODAO - Tam P Cor PRETA,    ,P BUSTO 89CM  ,  ,   
36717,1B180755,2000000006529,BLUSA VISCOSE BABADOS FRENTE VISCOLYCRA ALGODAO,BLUSAS,REGATA,PRETA,M,1,26999,269.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% VISCOSE ,1B180755 - BLUSA VISCOSE BABADOS FRENTE VISCOLYCRA ALGODAO - Tam M Cor PRETA,    ,M BUSTO 93 CM,  ,   
36718,1B180755,2000000006543,BLUSA VISCOSE BABADOS FRENTE VISCOLYCRA ALGODAO,BLUSAS,REGATA,OFF,M,2,26999,269.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% VISCOSE ,1B180755 - BLUSA VISCOSE BABADOS FRENTE VISCOLYCRA ALGODAO - Tam M Cor OFF,    ,M BUSTO 93 CM,  ,   
36719,1B180955,2000000006673,BLUSA VISCOSE FRENTE UNICA ROLE SOBRE,BLUSAS,REGATA,VERDE,P,1,19999,199.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% VISCOSE ,1B180955 - BLUSA VISCOSE FRENTE UNICA ROLE SOBRE - Tam P Cor VERDE,    ,P BUSTO 89CM  ,  ,   
36720,1B180955,2000000006680,BLUSA VISCOSE FRENTE UNICA ROLE SOBRE,BLUSAS,REGATA,VERDE,M,1,19999,199.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% VISCOSE ,1B180955 - BLUSA VISCOSE FRENTE UNICA ROLE SOBRE - Tam M Cor VERDE,    ,M BUSTO 93 CM,  ,   
36721,1B180955,2000000006697,BLUSA VISCOSE FRENTE UNICA ROLE SOBRE,BLUSAS,REGATA,ROSA BEBE,P,1,19999,199.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% VISCOSE ,1B180955 - BLUSA VISCOSE FRENTE UNICA ROLE SOBRE - Tam P Cor ROSA BEBE,    ,P BUSTO 89CM  ,  ,   
36722,1B180955,2000000006703,BLUSA VISCOSE FRENTE UNICA ROLE SOBRE,BLUSAS,REGATA,ROSA BEBE,M,1,19999,199.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% VISCOSE ,1B180955 - BLUSA VISCOSE FRENTE UNICA ROLE SOBRE - Tam M Cor ROSA BEBE,    ,M BUSTO 93 CM,  ,   
36723,1B180955,2000000006710,BLUSA VISCOSE FRENTE UNICA ROLE SOBRE,BLUSAS,REGATA,VERMELHA,P,1,19999,199.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% VISCOSE ,1B180955 - BLUSA VISCOSE FRENTE UNICA ROLE SOBRE - Tam P Cor VERMELHA,    ,P BUSTO 89CM  ,  ,   
